Id,Score,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32
8857,1,12,6,a,a,0,0,7,e,b,14,c,f,0,91,i,10,b,0,11,b,5,b,3,b,a,17,j,b,b,10,18,a
8858,4,17,10,b,a,0,1,15,a,b,1,c,c,0,27,i,10,f,0,0,b,5,a,2,b,a,3,j,a,b,10,18,a
8859,2,6,10,b,a,0,4,17,a,b,2,c,f,0,34,i,6,a,3,0,a,4,a,1,b,a,10,b,a,b,10,9,a
8860,5,14,0,a,a,0,3,0,d,b,21,c,b,1,42,b,12,a,0,10,a,6,a,1,b,a,15,a,a,b,5,18,b
8861,1,18,10,a,a,0,1,8,c,b,13,d,f,1,48,r,13,i,1,1,b,6,b,1,b,a,12,g,a,b,10,9,b
8862,5,5,6,b,a,0,3,6,c,b,4,a,f,0,35,d,16,d,1,0,b,2,a,3,b,a,3,b,a,b,5,9,b
8863,3,9,0,a,a,0,1,15,c,d,19,c,f,1,85,i,7,b,1,7,a,5,b,1,b,a,9,b,a,d,10,12,b
8864,1,22,6,b,a,0,0,12,e,b,1,c,f,0,62,d,17,c,1,0,a,5,a,2,b,a,8,a,a,b,10,15,b
8865,4,20,1,a,a,0,1,1,a,b,6,a,h,1,67,i,20,f,1,1,a,6,b,1,b,a,7,j,a,b,15,0,a
8866,1,14,0,a,a,0,3,4,d,b,19,d,a,2,59,m,7,g,2,4,a,3,b,1,b,a,9,h,a,d,0,18,a
8867,1,0,6,a,b,0,0,5,e,b,19,e,a,1,79,n,7,h,1,0,b,5,a,3,d,b,13,f,a,a,5,18,b
8868,10,15,5,b,a,0,0,2,e,a,3,d,d,1,36,r,10,f,1,0,a,6,a,1,b,a,5,f,a,c,5,18,a
8869,1,2,5,a,a,0,1,12,c,b,0,c,a,2,38,e,17,c,6,0,b,6,a,1,b,a,8,j,a,b,15,18,b
8870,1,15,5,a,a,0,1,6,e,b,16,d,a,1,96,m,7,g,4,5,a,3,a,2,b,a,6,h,a,b,10,3,b
8871,1,18,1,a,a,0,4,10,e,b,2,c,f,1,61,i,10,c,1,5,a,4,a,1,a,a,13,j,a,b,10,15,b
8872,1,16,10,b,a,0,0,8,e,b,0,d,f,2,65,k,10,f,2,0,a,4,b,1,b,a,9,f,a,b,10,9,b
8873,1,4,6,a,a,0,3,5,e,b,2,d,a,0,64,r,5,i,0,0,b,5,a,2,b,a,10,f,a,b,5,9,b
8874,4,22,6,a,a,0,1,11,e,b,5,c,f,1,14,i,18,c,1,5,a,5,b,1,b,a,13,j,a,b,5,18,b
8875,1,13,6,a,a,0,4,7,d,b,9,c,f,1,83,b,17,f,1,3,a,1,a,1,b,a,5,j,a,b,5,0,b
8876,1,5,6,a,b,0,1,4,e,b,18,c,b,1,90,i,8,a,1,3,b,6,a,3,a,b,15,j,a,b,5,9,b
8877,1,5,6,c,a,0,3,2,e,b,14,c,f,2,46,b,12,a,2,0,a,4,b,3,d,a,12,b,f,b,10,9,b
8878,1,22,5,b,a,0,3,13,a,b,8,d,c,0,46,r,23,f,0,0,a,6,b,1,b,a,3,f,a,d,0,9,a
8879,4,22,6,a,a,0,1,13,e,b,21,c,a,1,33,i,16,c,1,1,b,4,b,3,b,a,11,a,c,b,10,15,b
8880,1,15,5,a,a,0,2,0,d,b,20,c,b,0,37,b,13,a,0,0,b,3,a,2,b,a,7,b,e,b,15,9,b
8881,4,0,10,b,a,0,0,18,c,b,16,c,f,0,46,b,6,a,0,0,b,5,a,3,b,a,13,b,a,b,5,18,b
8882,4,3,1,a,b,0,2,18,d,b,0,d,f,1,53,r,13,i,3,2,a,5,a,1,b,b,9,h,a,b,15,15,a
8883,9,0,6,a,b,0,0,9,d,d,16,d,f,1,97,j,20,i,3,1,a,6,b,1,c,b,9,h,a,b,15,9,b
8884,8,12,5,a,a,0,4,7,c,d,22,c,f,1,60,b,14,c,1,9,a,3,a,3,b,a,10,b,a,b,5,3,b
8885,3,17,10,a,b,0,5,14,e,b,0,c,f,1,80,a,15,f,2,3,a,2,a,1,b,b,21,b,g,b,5,15,b
8886,4,17,10,e,a,0,0,2,c,b,0,e,a,2,39,r,10,f,2,4,a,4,a,3,b,a,13,l,a,b,15,15,b
8887,5,20,6,c,b,0,4,18,e,b,11,d,a,0,84,k,14,i,0,0,b,2,b,1,b,b,5,f,a,d,15,15,b
8888,12,11,10,a,a,0,0,17,d,b,4,c,f,0,59,i,5,a,2,8,a,5,a,3,d,a,13,b,a,b,15,15,b
8889,1,2,6,a,a,0,0,0,c,b,20,d,b,1,19,k,9,i,0,11,a,6,b,3,b,a,15,f,f,b,15,3,a
8890,2,17,0,c,b,0,3,4,c,b,18,c,a,0,54,b,8,a,0,0,a,0,a,1,b,b,12,b,a,b,5,9,b
8891,2,1,5,b,a,0,0,8,e,b,3,c,f,0,64,e,16,c,0,0,a,6,a,1,b,a,0,j,a,b,10,18,b
8892,6,23,1,a,a,0,1,7,d,b,20,d,h,1,80,r,18,g,1,7,a,4,a,3,b,a,9,i,a,b,5,18,b
8893,4,3,6,b,a,0,2,8,e,b,15,c,a,1,50,b,13,f,2,0,b,3,a,2,d,a,11,b,a,b,10,6,b
8894,4,9,1,c,b,0,1,4,e,b,17,a,a,1,56,b,8,a,1,0,b,0,a,1,b,b,5,b,a,a,15,12,b
8895,1,7,1,b,a,0,0,11,e,b,7,c,h,0,15,i,15,c,0,0,a,3,a,1,c,a,2,j,e,b,5,15,a
8896,6,16,6,a,a,0,2,8,c,b,3,c,f,1,84,b,9,c,1,6,b,6,a,1,b,a,10,b,a,b,5,15,b
8897,4,15,6,a,a,0,1,2,e,b,18,c,a,1,94,b,21,f,1,7,a,3,a,1,b,a,14,d,a,b,10,3,b
8898,1,12,5,c,b,0,2,1,e,b,1,e,b,1,92,j,9,i,3,3,b,2,a,1,b,b,11,h,f,b,10,6,b
8899,1,7,6,b,a,0,2,3,e,b,22,c,b,1,48,b,7,a,1,0,a,2,b,1,b,a,8,b,a,b,5,15,a
8900,20,7,6,a,a,0,5,18,d,b,16,d,f,1,48,r,13,i,3,2,b,5,a,1,b,a,6,h,b,b,10,15,b
8901,1,19,6,a,a,0,3,13,d,b,12,c,f,4,99,i,15,c,4,9,b,2,a,1,b,a,17,b,a,b,10,9,b
8902,7,21,6,a,a,0,4,13,e,a,6,d,a,0,85,j,13,g,0,5,a,5,a,1,c,a,7,f,a,b,15,12,b
8903,4,11,1,a,a,0,3,12,c,b,0,c,f,1,88,d,16,c,4,3,a,4,b,1,b,a,6,j,a,c,5,15,b
8904,1,12,10,a,a,0,3,4,c,b,18,d,b,1,46,n,6,i,1,7,a,5,b,4,b,a,15,f,a,b,15,15,b
8905,10,5,10,a,a,0,3,16,a,b,19,c,f,1,46,b,7,b,1,4,b,6,b,1,b,a,5,b,a,d,5,15,a
8906,4,20,1,b,a,0,0,14,c,b,3,c,f,0,43,d,12,c,0,0,a,5,b,1,b,a,7,b,a,b,15,12,b
8907,1,5,10,b,a,0,3,5,e,b,13,c,a,1,75,b,8,a,3,0,b,2,b,2,b,a,4,b,a,b,10,6,a
8908,9,4,1,a,a,0,2,16,e,b,3,d,f,0,32,k,6,i,0,0,a,2,a,3,b,a,7,k,a,b,5,18,b
8909,10,6,10,a,a,0,2,14,d,b,15,c,f,3,55,a,6,a,5,4,b,5,a,1,b,a,12,b,a,b,10,12,b
8910,1,17,1,a,a,0,0,4,e,b,16,d,a,1,10,m,7,g,1,0,a,6,a,3,b,a,5,f,a,b,5,9,b
8911,4,16,10,a,b,1,2,14,d,b,2,c,f,3,39,b,8,c,3,9,a,5,b,1,b,b,16,b,a,b,5,3,b
8912,6,16,0,a,b,0,4,6,e,b,15,d,a,3,83,r,2,i,3,1,b,6,a,1,b,b,10,f,a,b,5,18,b
8913,1,16,0,b,a,0,4,13,a,b,3,c,f,1,69,i,7,a,2,0,a,5,a,1,b,a,6,b,a,b,5,9,a
8914,4,6,10,a,a,0,4,17,e,b,7,c,a,3,45,i,7,b,1,1,b,4,a,1,a,a,14,a,a,b,5,6,b
8915,9,6,10,a,a,0,4,7,e,b,9,d,h,2,24,j,12,g,2,7,b,2,a,1,b,a,17,g,a,d,5,3,a
8916,3,16,6,a,a,0,0,3,c,b,4,d,f,0,47,r,6,i,0,10,b,6,b,3,b,a,14,f,a,b,15,18,b
8917,1,2,10,a,a,0,1,7,a,d,8,e,f,1,24,n,8,i,4,2,a,0,a,1,b,a,8,h,a,d,5,9,a
8918,1,0,5,b,a,0,0,16,c,b,17,c,a,1,84,i,4,a,2,0,b,3,a,1,b,a,6,b,a,b,15,18,b
8919,5,6,1,c,a,0,1,0,c,b,20,c,b,0,37,c,14,a,1,5,b,3,b,3,b,a,16,b,f,b,5,3,b
8920,12,16,1,c,b,0,0,5,e,b,8,d,a,1,60,r,5,i,1,0,b,0,a,3,c,b,6,f,a,b,5,12,b
8921,4,4,10,b,a,0,3,8,a,a,4,c,a,1,50,b,12,f,1,0,a,5,a,3,b,a,4,a,a,b,5,18,a
8922,4,13,6,a,a,0,0,14,a,b,8,d,f,1,33,r,12,i,3,2,a,6,a,1,b,a,4,f,a,b,15,9,a
8923,10,13,1,a,a,0,0,17,e,b,0,d,f,1,51,k,7,i,3,2,a,2,a,3,b,a,8,h,a,b,5,15,a
8924,4,3,6,a,a,0,1,7,a,b,2,d,b,1,40,m,15,i,1,0,a,6,b,1,b,a,2,f,a,b,10,18,a
8925,1,9,1,a,a,0,8,1,e,b,22,c,b,0,50,b,18,a,0,9,b,3,a,3,b,a,3,a,f,d,15,6,b
8926,2,9,6,a,a,0,1,9,e,b,16,d,f,2,43,k,4,i,2,5,b,2,a,1,b,a,13,f,a,b,5,15,b
8927,4,17,1,a,a,0,2,13,e,b,10,e,f,2,69,k,21,i,2,0,a,5,a,1,b,a,11,h,a,b,5,9,a
8928,2,11,1,a,b,0,0,4,a,b,14,c,a,1,71,b,11,a,1,7,b,2,b,1,b,b,9,b,a,b,5,18,a
8929,1,19,10,a,a,1,1,13,e,b,1,d,f,2,49,r,24,i,2,3,b,3,a,1,b,a,11,l,a,b,5,0,b
8930,1,3,6,a,b,0,2,16,d,d,9,d,g,2,73,r,7,g,2,3,b,6,a,1,b,b,4,f,a,b,15,18,b
8931,1,16,1,a,b,0,3,1,e,b,0,d,f,1,99,k,7,i,1,10,b,5,a,1,b,b,17,f,a,b,5,3,b
8932,5,9,10,a,a,0,6,6,e,b,12,e,f,0,97,n,6,i,0,11,a,3,a,1,b,a,20,f,a,b,15,0,b
8933,11,12,0,a,a,0,2,5,e,b,2,d,a,1,29,j,8,g,1,5,a,3,b,3,b,a,6,g,a,b,5,9,b
8934,1,3,6,a,b,0,2,4,e,b,18,c,a,1,59,b,5,a,1,1,b,0,a,3,b,b,9,b,a,b,5,18,b
8935,4,3,6,b,a,0,0,2,d,b,13,c,f,1,43,b,9,c,1,0,a,2,a,1,b,a,2,b,a,b,5,18,b
8936,1,6,6,a,b,0,4,4,e,b,7,d,a,1,99,r,6,i,1,0,b,3,a,3,b,b,13,f,a,b,10,15,b
8937,1,12,5,b,b,0,4,6,c,b,16,d,a,1,84,k,8,f,3,0,a,6,a,1,b,b,10,f,a,b,15,15,b
8938,8,18,6,c,b,0,1,13,d,b,8,e,f,1,70,j,14,i,3,0,b,6,a,1,b,b,12,f,a,b,5,15,b
8939,7,18,5,a,b,0,1,2,d,b,4,d,f,1,99,r,15,i,1,4,b,3,b,1,b,b,16,g,a,b,15,15,b
8940,8,13,1,a,a,0,5,4,c,b,4,d,f,0,80,r,6,i,0,9,b,1,a,1,b,a,14,g,b,b,10,18,b
8941,7,16,1,a,a,0,3,6,d,b,16,d,e,1,85,n,6,i,1,8,b,6,a,1,b,a,21,f,a,b,10,12,b
8942,1,12,10,a,a,0,1,2,e,b,16,d,f,0,52,k,10,i,0,9,a,3,a,3,b,a,13,f,a,b,10,9,b
8943,1,4,6,a,a,0,0,15,e,b,22,c,f,0,31,i,9,b,0,0,a,2,a,1,c,a,18,j,a,b,15,0,b
8944,1,17,6,a,a,0,4,1,e,b,12,d,b,0,74,k,9,i,0,4,a,1,a,1,a,a,16,g,a,b,5,18,b
8945,5,13,10,a,b,0,1,5,e,b,18,c,a,0,85,e,9,a,0,2,a,6,a,1,b,b,9,b,a,b,5,15,b
8946,1,7,1,b,a,0,0,16,a,b,14,c,a,0,30,i,6,a,0,0,b,3,a,1,b,a,3,b,a,b,15,18,a
8947,1,4,5,a,b,0,0,3,e,b,0,c,f,1,71,b,7,a,1,2,b,6,a,2,b,b,4,b,a,b,15,12,b
8948,4,14,6,a,a,0,1,5,c,b,12,c,a,0,85,f,8,a,2,10,a,4,b,1,b,a,11,b,a,b,5,6,b
8949,6,18,6,b,a,0,0,14,e,b,15,c,f,0,31,b,11,b,0,0,a,6,a,1,b,a,1,b,a,b,10,0,b
8950,2,16,10,a,a,0,1,18,e,b,7,c,f,0,17,i,7,a,0,8,b,6,a,3,b,a,14,b,a,b,10,3,a
8951,1,3,6,a,b,0,2,2,a,b,16,d,f,1,21,k,10,i,2,3,b,2,a,2,d,b,8,f,a,b,10,9,a
8952,1,13,1,c,b,0,4,3,e,b,19,d,a,3,65,r,9,i,3,0,a,3,a,3,b,b,14,f,a,b,10,3,b
8953,5,17,5,a,a,0,1,18,a,b,20,a,f,1,24,b,14,c,2,1,a,5,a,1,b,a,10,j,a,b,10,18,a
8954,1,13,1,a,b,0,3,11,e,b,4,c,f,1,56,i,11,f,1,3,b,0,a,1,b,b,5,b,a,b,5,18,b
8955,2,18,10,c,a,0,1,7,e,b,1,d,h,1,90,k,19,i,3,0,a,3,a,1,c,a,5,g,a,d,10,15,b
8956,1,7,1,c,a,0,0,5,e,b,14,c,a,1,61,b,8,a,1,0,b,5,a,3,b,a,6,b,a,d,10,15,b
8957,4,18,1,c,a,0,3,1,d,b,15,d,f,1,71,n,9,i,1,0,b,1,a,1,d,a,12,l,a,b,5,0,b
8958,2,17,0,c,a,0,4,2,e,b,19,c,a,1,73,e,10,f,1,0,b,0,b,2,d,a,12,j,a,b,5,12,b
8959,2,12,0,a,a,0,2,6,e,d,0,c,a,1,51,i,5,a,1,2,b,5,b,1,b,a,7,b,a,b,5,15,b
8960,8,19,6,a,a,0,3,6,c,b,13,d,f,0,51,k,6,i,0,1,a,2,a,1,b,a,12,f,a,b,10,12,b
8961,1,3,10,a,b,0,2,5,e,b,1,d,a,1,74,k,6,i,1,0,b,1,a,1,b,b,6,h,a,b,5,0,b
8962,2,22,5,c,b,1,3,7,e,d,12,c,h,1,76,e,21,f,1,0,b,2,a,1,b,b,17,j,a,b,15,18,b
8963,1,12,6,a,a,0,5,0,e,b,20,c,b,0,23,b,17,a,1,7,a,0,b,1,b,a,15,e,a,b,15,18,a
8964,7,18,10,a,a,0,5,4,c,b,16,d,e,0,58,r,9,i,1,6,b,4,a,3,d,a,14,f,a,b,5,12,b
8965,2,15,0,a,b,0,2,10,e,b,0,c,h,1,51,b,13,f,3,0,a,3,a,1,b,a,5,j,a,c,15,9,b
8966,13,16,10,a,a,0,4,14,a,b,19,d,a,3,70,j,8,g,4,4,a,0,a,1,b,a,8,f,a,b,10,15,a
8967,16,5,6,b,a,0,3,5,d,b,0,c,a,1,50,d,9,b,1,0,a,1,a,1,b,a,10,j,a,b,15,18,b
8968,4,13,6,a,a,0,0,4,e,b,16,d,a,1,62,r,11,g,1,0,b,2,a,1,b,a,6,f,a,b,10,18,b
8969,4,14,1,a,a,0,4,1,e,b,16,c,b,3,42,b,8,a,3,0,b,3,b,3,b,a,9,j,e,b,10,12,b
8970,1,13,1,a,a,0,1,17,e,b,16,d,a,1,12,k,6,g,0,6,b,5,a,1,b,a,9,f,a,b,0,9,b
8971,2,18,1,b,a,0,0,13,c,b,4,d,f,0,80,r,11,f,2,0,a,3,a,3,b,a,8,f,a,a,10,3,b
8972,1,7,1,a,a,0,0,5,e,b,15,d,a,1,71,r,9,g,1,1,a,6,a,3,b,a,15,h,a,b,15,0,b
8973,7,18,1,a,a,0,3,13,e,b,15,c,a,1,82,i,11,f,2,5,a,2,a,0,b,a,9,b,a,d,15,18,b
8974,4,11,1,a,b,0,3,16,c,b,18,d,c,0,43,r,9,i,0,8,b,4,a,1,b,b,19,f,a,b,15,18,a
8975,1,6,5,b,a,0,3,10,e,b,17,c,f,1,49,e,10,c,1,0,a,1,a,1,b,a,2,j,a,c,5,12,b
8976,1,16,6,a,a,0,2,8,e,b,3,c,f,1,41,i,7,b,2,2,b,0,a,1,b,a,5,b,a,b,5,12,b
8977,5,14,10,a,b,1,0,10,e,b,9,c,f,1,63,d,18,c,4,4,a,5,b,1,b,b,12,j,a,b,15,3,b
8978,1,15,10,a,a,0,2,6,e,b,12,c,f,0,71,a,7,a,1,1,b,5,a,3,b,a,4,b,a,b,5,3,b
8979,1,20,0,e,a,0,0,15,e,b,0,d,f,1,41,k,9,f,1,2,b,5,a,1,b,a,12,f,a,b,5,12,a
8980,8,3,6,a,a,0,0,5,e,b,1,c,f,1,62,i,9,a,1,2,b,6,a,1,b,a,7,b,a,b,10,18,b
8981,1,9,6,c,b,0,6,1,e,b,15,d,b,1,88,r,11,i,2,3,a,2,a,1,b,b,7,h,a,b,10,9,b
8982,1,20,1,a,a,0,1,14,c,b,14,c,b,1,71,i,14,c,1,8,a,3,a,2,b,a,19,b,a,b,15,12,b
8983,2,18,0,a,a,0,1,7,e,b,20,d,f,1,93,k,12,i,1,9,b,5,b,1,b,a,17,f,a,b,10,9,b
8984,1,6,5,a,a,0,0,4,e,b,0,d,b,1,91,r,5,i,1,2,a,6,b,3,b,a,12,f,f,b,15,15,b
8985,2,7,0,b,a,0,1,14,e,b,4,c,f,1,32,i,7,b,4,0,b,2,a,1,b,a,7,j,a,d,5,18,b
8986,4,12,1,a,b,0,2,6,e,b,3,d,g,1,83,r,6,g,1,5,a,2,a,2,b,b,12,f,a,b,5,9,b
8987,1,2,1,a,b,0,1,6,e,b,4,c,a,1,56,i,7,a,2,2,a,2,a,2,d,b,6,b,a,b,0,15,b
8988,1,16,10,b,a,0,0,8,e,b,1,c,a,1,82,e,14,f,1,0,b,0,a,2,b,a,13,b,a,b,10,9,b
8989,1,4,6,a,a,0,2,14,a,b,16,c,f,1,24,b,9,c,3,3,b,6,b,1,b,a,4,b,a,b,5,9,a
8990,7,1,6,b,a,0,1,16,e,d,1,c,e,1,95,d,7,b,1,1,b,6,a,3,b,a,2,b,a,b,5,6,b
8991,46,21,6,a,a,0,0,11,d,c,10,d,f,0,42,k,12,i,0,3,b,2,b,1,b,a,15,f,a,b,10,9,b
8992,3,18,5,a,a,0,5,1,e,b,23,c,b,1,56,b,19,a,3,5,b,5,a,3,b,a,6,e,a,b,5,12,b
8993,2,21,5,a,a,0,1,13,e,b,5,d,c,2,82,q,14,i,2,10,a,0,a,3,b,a,18,f,c,b,5,18,b
8994,5,2,0,a,b,0,1,6,e,b,16,c,f,0,82,a,6,a,1,1,b,3,a,1,b,b,17,b,a,b,10,9,b
8995,8,16,10,b,a,0,2,8,e,b,3,d,h,1,63,r,14,f,2,0,a,2,a,1,b,a,8,f,a,b,5,15,b
8996,1,17,0,b,a,0,1,0,e,b,21,a,f,1,43,b,15,a,2,0,a,3,a,1,b,a,6,j,g,b,10,3,b
8997,4,15,6,d,b,0,6,8,e,d,0,c,h,0,51,d,13,c,1,3,b,4,a,1,b,b,16,b,a,b,5,9,a
8998,4,17,1,a,a,0,2,14,e,b,8,d,h,0,30,j,15,g,0,3,a,6,b,1,b,a,8,h,a,b,0,9,b
8999,7,16,1,a,b,0,3,3,e,b,5,e,a,1,84,k,10,g,1,4,a,3,a,1,b,b,15,f,a,b,15,0,a
9000,8,12,1,b,b,0,3,18,d,b,0,e,f,1,69,k,9,f,3,0,b,5,a,1,b,b,11,g,a,b,5,9,b
9001,1,9,0,a,a,0,6,8,e,b,10,c,f,1,96,b,11,c,1,7,a,5,a,1,b,a,18,b,a,b,5,12,b
9002,1,14,1,a,a,0,5,13,e,b,17,c,a,1,83,i,9,f,3,5,b,3,a,1,b,a,10,a,a,b,10,6,b
9003,4,5,6,b,a,0,3,3,d,b,0,c,f,1,56,b,7,a,2,0,a,3,a,1,b,a,6,a,a,b,0,18,b
9004,4,10,10,b,a,0,3,10,a,b,16,d,h,1,27,k,17,f,4,0,b,2,a,1,b,a,5,k,b,b,5,15,a
9005,5,15,1,a,a,0,3,5,e,b,19,d,c,1,95,k,6,i,1,7,a,5,a,3,b,a,17,f,b,b,10,12,b
9006,1,6,0,a,a,0,4,7,e,b,20,d,f,1,76,k,11,i,4,0,b,2,a,1,b,a,5,f,a,b,0,0,b
9007,1,18,6,a,a,0,5,12,e,b,12,c,f,1,69,i,8,f,2,0,b,6,a,1,b,a,9,b,a,b,15,9,b
9008,1,5,5,b,a,0,0,13,a,b,4,d,f,0,69,j,9,f,0,0,b,3,b,3,b,a,2,f,a,b,10,18,a
9009,4,7,6,a,a,0,0,7,e,b,3,c,b,1,62,d,15,f,1,0,a,5,a,1,d,a,4,j,a,b,10,12,b
9010,1,1,6,b,a,0,0,4,e,b,16,a,b,1,27,i,7,a,1,0,a,3,b,1,a,a,3,b,f,b,15,18,b
9011,1,13,1,b,a,0,2,8,a,b,4,c,h,0,40,a,8,a,0,0,b,6,a,1,b,a,3,b,a,b,5,3,a
9012,5,17,1,a,b,0,3,0,c,b,21,d,f,1,42,r,12,i,1,1,b,3,b,1,b,a,21,f,a,b,15,6,b
9013,1,9,5,a,b,0,6,2,c,b,16,a,f,1,70,b,10,a,3,3,b,6,b,2,b,b,6,j,a,b,5,6,a
9014,1,12,1,a,a,0,3,1,d,b,14,d,e,2,47,k,16,i,3,2,a,5,a,2,b,a,7,k,a,b,5,3,b
9015,4,16,1,c,a,0,0,4,e,b,17,d,g,0,13,j,8,i,0,0,a,4,b,1,b,a,13,f,c,b,5,15,b
9016,3,22,10,b,a,0,3,11,a,b,2,c,f,1,35,e,16,a,1,0,b,6,b,1,b,a,3,j,a,b,15,0,a
9017,1,19,10,a,a,0,3,14,e,b,7,c,a,0,74,a,13,f,0,1,b,5,a,1,b,a,13,b,a,b,15,3,b
9018,3,19,0,a,a,0,3,5,c,b,0,c,f,1,88,e,6,b,1,0,b,3,a,1,b,a,7,j,a,b,15,9,b
9019,3,21,0,c,a,0,2,10,a,b,24,d,f,1,70,r,15,i,2,0,b,6,a,1,b,a,8,f,a,b,15,18,a
9020,1,8,6,b,a,0,3,11,a,b,12,c,h,2,25,e,13,c,2,0,b,2,b,1,d,a,6,j,a,b,5,15,a
9021,2,16,6,a,a,0,4,6,e,b,6,d,a,1,96,k,6,g,1,10,a,6,b,3,b,a,17,f,a,b,10,9,b
9022,1,1,1,c,a,0,1,17,e,b,1,c,d,1,76,e,12,f,1,1,b,4,a,1,b,a,18,b,b,b,15,6,b
9023,2,10,6,b,a,0,3,6,a,b,19,d,f,0,12,r,9,f,1,0,a,3,a,1,b,a,11,f,a,b,15,0,a
9024,4,11,10,a,a,0,1,15,e,b,16,d,h,0,43,p,12,g,0,0,b,5,a,1,b,a,12,f,a,b,10,9,b
9025,1,4,1,a,a,0,2,1,e,b,17,c,b,1,91,b,11,a,1,0,a,3,b,2,b,a,11,b,f,b,5,18,b
9026,10,19,1,a,a,0,3,9,e,b,19,d,h,1,99,k,10,g,1,2,b,3,a,1,b,a,20,f,a,b,0,9,b
9027,4,20,5,a,b,0,0,9,e,b,18,a,f,1,82,a,25,c,1,0,a,4,a,1,b,b,6,j,a,b,10,18,b
9028,9,6,6,a,a,0,4,3,c,b,17,d,f,1,58,k,7,i,1,1,a,6,b,1,b,a,1,f,a,b,15,15,b
9029,1,7,6,a,a,0,1,7,e,b,3,c,f,1,36,i,12,c,1,2,a,4,a,1,d,a,10,j,a,b,10,9,b
9030,2,16,6,a,a,0,4,15,a,b,0,d,f,1,40,k,7,i,2,3,a,2,a,3,b,a,6,h,a,b,5,18,a
9031,4,2,6,a,a,0,0,18,a,b,9,d,f,1,24,n,11,i,2,2,b,3,a,3,b,a,6,h,a,b,5,15,a
9032,5,17,1,b,a,0,4,12,e,b,16,e,a,1,70,n,9,f,1,0,b,4,a,1,c,a,4,f,a,b,15,18,b
9033,4,0,10,b,a,0,0,2,a,b,12,d,e,1,36,r,7,f,3,0,a,3,a,1,b,a,3,f,d,b,5,9,a
9034,5,17,0,b,a,0,6,10,a,b,14,c,f,1,32,a,15,c,2,0,a,4,a,1,b,a,3,j,a,b,5,18,a
9035,4,16,1,a,a,0,0,6,c,d,4,c,a,1,33,b,5,a,1,3,b,0,b,3,b,a,8,b,a,b,5,15,b
9036,6,14,1,a,b,0,0,4,e,b,10,d,a,1,77,k,6,g,2,8,b,4,b,1,b,b,14,f,a,b,5,3,b
9037,1,15,6,b,a,0,0,12,e,b,17,d,f,0,57,r,11,f,1,0,b,0,b,1,b,a,4,f,a,b,15,18,b
9038,1,6,5,b,a,0,4,3,a,b,2,d,a,1,62,r,13,f,1,0,a,2,b,1,b,a,14,g,a,b,10,12,a
9039,2,14,10,a,b,0,0,4,e,b,11,e,a,1,77,r,6,g,1,0,a,5,a,3,b,b,7,f,a,b,15,12,b
9040,4,0,5,b,a,0,0,7,a,b,7,d,f,1,26,r,11,f,3,0,a,3,a,1,b,a,5,f,a,b,10,12,a
9041,10,17,6,a,a,0,4,8,e,b,19,e,f,1,32,k,11,i,1,5,a,5,a,3,b,a,12,h,a,d,15,3,b
9042,1,6,5,b,a,0,4,12,e,b,2,d,f,0,20,r,13,f,0,0,b,5,a,1,b,a,4,g,a,b,10,15,b
9043,1,11,6,c,b,0,0,8,e,b,6,d,b,1,44,r,14,i,1,0,a,4,b,1,b,b,4,h,a,b,5,15,b
9044,1,4,5,a,b,0,2,14,c,b,4,e,f,1,87,k,17,i,1,1,a,6,b,1,b,b,13,f,a,b,10,0,b
9045,5,13,0,a,a,0,2,4,c,d,5,c,a,1,73,b,8,a,2,4,a,1,a,1,b,a,15,b,a,b,15,6,b
9046,14,11,1,c,b,0,3,17,e,b,18,e,h,1,89,n,10,i,1,5,a,6,a,1,b,b,17,h,a,b,5,9,b
9047,1,18,6,a,a,0,3,8,a,b,24,d,a,1,23,r,8,g,1,3,a,3,a,1,b,a,8,h,a,b,10,18,a
9048,4,21,1,a,a,0,2,10,d,b,6,c,f,3,58,d,30,f,5,2,b,5,a,2,b,a,3,j,a,b,10,3,b
9049,9,18,0,a,a,0,4,3,c,b,8,d,f,1,41,k,7,i,2,8,b,3,b,3,b,a,15,f,a,b,15,12,b
9050,7,13,10,a,a,0,4,5,e,b,0,c,g,1,56,a,7,a,1,0,a,5,a,1,b,a,2,b,a,b,15,9,b
9051,1,6,6,a,a,0,4,7,e,b,0,c,f,1,82,b,14,f,1,4,a,2,a,1,b,a,6,b,a,b,10,0,b
9052,1,6,6,b,a,0,1,1,e,b,21,c,b,2,46,i,13,a,1,0,b,5,a,2,b,a,11,e,f,b,10,18,b
9053,2,14,1,e,a,0,5,7,e,b,11,d,f,1,32,n,11,f,3,4,b,3,a,1,b,a,12,f,a,b,5,6,b
9054,1,6,5,a,a,0,1,0,c,b,20,d,b,0,33,j,17,i,1,2,a,6,a,3,b,a,21,l,f,b,5,0,b
9055,1,17,1,a,a,0,1,4,e,b,3,d,f,1,36,k,8,i,1,0,a,4,a,1,b,a,9,f,a,d,5,18,b
9056,5,13,6,a,a,0,2,6,e,b,19,c,a,1,75,i,7,a,2,2,a,5,b,3,b,a,11,b,a,b,10,9,b
